TDAVGW v1.17n, TDIP data processed on 2021/05/18: Majuba
LINE:1N ARRAY:DPDP DIPOLE:300 UNITS:m T=59.412,148.438,148.438,148.438,148.438,148.438,148.438,148.438,148.438,148.438,148.438,148.438,148.438,148.438
T1X T2X R1X R2X T1Y T2Y R1Y R2Y PltX PltY Z N Line Vp I TxFreq Sp ARes ARerr IPm IPerr MF QC IP0 IP1 IP2 IP3 IP4 IP5 IP6 IP7 IP8 IP9 IP10 IP11 IP12 PltEast PltNorth PltElev TxEast1 TxNorth1 TxElev1 TxEast2 TxNorth2 TxElev2 RxEast1 RxNorth1 RxElev1 RxEast2 RxNorth2 RxElev2 
4200 4500 5400 5700 0 0 0 0 4950 0 -600 3 2 91.163 6.37 0.125 0 818.2 0.01 21.3 0.02 26.03 1 40.91 29.55 23.9 20.36 17.88 15.91 14.14 12.88 11.82 11.02 10.23 9.48 8.851 377688.125 4501571.55 1658.875 377113.4 4502052.2 1585.1 377344.1 4501864.3 1645.7 378033.3 4501282.2 1735.3 378261.7 4501087.5 1669.4 
3900 4200 5700 6000 0 0 0 0 4950 0 -900 5 2 8.5032 7.397 0.125 0 226.25 0.01 26.87 0.08 118.8 1 54.84 38.16 30.36 25.61 22.5 19.95 18.01 15.93 14.69 13.69 12.34 11.74 11.02 377686.825 4501570.3 1632.175 376880.7 4502245.8 1623.7 377113.4 4502052.2 1585.1 378261.7 4501087.5 1669.4 378491.5 4500895.7 1650.5 
3600 3900 6000 6300 0 0 0 0 4950 0 -1200 7 2 7.1116 6.189 0.125 0 551.91 0.01 32.28 0.04 58.49 1 67.84 46.72 36.92 31.09 27.09 23.94 21.51 19.62 18.12 16.42 15.17 13.85 13.19 377687.225 4501570.775 1637.95 376655.8 4502439.4 1672.8 376880.7 4502245.8 1623.7 378491.5 4500895.7 1650.5 378720.9 4500702.2 1604.8 
3300 3600 6300 6600 0 0 0 0 4950 0 -1500 9 2 2.8671 4.737 0.125 0 557.14 0.02 24.16 0.06 43.36 1 57.11 36.56 28.56 23.59 19.34 17.68 15.93 13.85 12.32 12.17 11.11 9.279 8.794 377687.225 4501572 1650.825 376422.4 4502636.4 1770.2 376655.8 4502439.4 1672.8 378720.9 4500702.2 1604.8 378949.8 4500510 1555.5 
3000 3300 6600 6900 0 0 0 0 4950 0 -1800 11 2 0.49768 3.307 0.125 0 246.73 0.03 42.17 0.31 170.9 1 103.1 69.48 51.47 39.3 35.16 29.86 28.47 27.46 26.54 19.78 21.04 17.06 14.22 377686.175 4501571.575 1697 376192.6 4502822.9 1930.6 376422.4 4502636.4 1770.2 378949.8 4500510 1555.5 379179.9 4500317 1531.7 
4500 4800 5400 5700 0 0 0 0 5100 0 -450 2 2 81.821 4.269 0.125 0 427.59 0.01 21.56 0.02 50.42 1 40.98 29.91 24.35 20.72 18.03 15.96 14.38 13.05 12.06 11.08 10.32 9.702 9.151 377802.85 4501474.375 1690.9 377344.1 4501864.3 1645.7 377572.3 4501663.5 1713.2 378033.3 4501282.2 1735.3 378261.7 4501087.5 1669.4 
4200 4500 5700 6000 0 0 0 0 5100 0 -750 4 2 16.365 6.37 0.125 0 294.22 0.01 29.64 0.04 100.8 1 57.51 41.33 33.41 28.38 24.94 22.15 19.64 17.88 16.32 15.18 14.07 13.05 12.22 377802.675 4501474.925 1637.675 377113.4 4502052.2 1585.1 377344.1 4501864.3 1645.7 378261.7 4501087.5 1669.4 378491.5 4500895.7 1650.5 
3900 4200 6000 6300 0 0 0 0 5100 0 -1050 6 2 6.9636 7.397 0.125 0 295.5 0.01 31.16 0.05 105.5 1 63.69 44.39 35.33 29.87 25.89 23.19 20.95 18.36 16.99 15.62 14.31 13.79 12.97 377801.625 4501473.975 1616.025 376880.7 4502245.8 1623.7 377113.4 4502052.2 1585.1 378491.5 4500895.7 1650.5 378720.9 4500702.2 1604.8 
3600 3900 6300 6600 0 0 0 0 5100 0 -1350 8 2 5.4924 6.188 0.125 0 611.05 0.01 24.12 0.12 39.47 1 56.49 36.78 28.18 23.4 20.36 17.72 15.85 14.37 12.99 11.91 11.16 9.958 9.242 377801.8 4501474.35 1614.2 376655.8 4502439.4 1672.8 376880.7 4502245.8 1623.7 378720.9 4500702.2 1604.8 378949.8 4500510 1555.5 
3300 3600 6600 6900 0 0 0 0 5100 0 -1650 10 2 2.0129 4.737 0.125 0 518.78 0.03 23.07 0.09 44.48 1 57.73 35.88 27.75 22.92 18.26 16.77 14.79 12.99 12.32 12.35 10.81 8.283 8.264 377801.975 4501475.7 1632.55 376422.4 4502636.4 1770.2 376655.8 4502439.4 1672.8 378949.8 4500510 1555.5 379179.9 4500317 1531.7 
4800 5100 5400 5700 0 0 0 0 5250 0 -300 1 2 172.68 2.791 0.125 0 355.52 0.01 18.56 0.01 52.2 1 34.6 25.44 20.82 17.78 15.56 13.77 12.41 11.35 10.45 9.67 8.892 8.341 7.856 377917.175 4501377.15 1720.45 377572.3 4501663.5 1713.2 377801.4 4501475.4 1763.9 378033.3 4501282.2 1735.3 378261.7 4501087.5 1669.4 
4500 4800 5700 6000 0 0 0 0 5250 0 -600 3 2 12.039 4.269 0.125 0 157.68 0.01 30.3 0.04 192.2 1 58.34 42.35 34.43 29.18 25.29 22.41 20.24 18.34 17.01 15.61 14.54 13.8 13.07 377917.4 4501377.75 1669.7 377344.1 4501864.3 1645.7 377572.3 4501663.5 1713.2 378261.7 4501087.5 1669.4 378491.5 4500895.7 1650.5 
4200 4500 6000 6300 0 0 0 0 5250 0 -900 5 2 11.513 6.37 0.125 0 360.9 0.01 35.68 0.03 98.87 1 70.29 49.94 40.32 34.28 29.97 26.62 23.51 21.68 19.75 18.59 17.09 16.02 14.58 377917.475 4501378.6 1621.525 377113.4 4502052.2 1585.1 377344.1 4501864.3 1645.7 378491.5 4500895.7 1650.5 378720.9 4500702.2 1604.8 
3900 4200 6300 6600 0 0 0 0 5250 0 -1200 7 2 5.1002 7.397 0.125 0 325.77 0.01 23.41 0.09 71.85 1 52.48 34.69 27.03 22.63 19.48 17.26 15.55 13.31 12.4 11.52 10.28 9.973 9.337 377916.2 4501377.55 1592.275 376880.7 4502245.8 1623.7 377113.4 4502052.2 1585.1 378720.9 4500702.2 1604.8 378949.8 4500510 1555.5 
3600 3900 6600 6900 0 0 0 0 5250 0 -1500 9 2 3.7857 6.188 0.125 0 576.09 0.01 23.67 0.09 41.09 1 57.75 36.56 27.5 22.89 20.06 17.42 15.56 14.06 12.77 11.28 10.89 9.684 8.969 377916.55 4501378.05 1595.925 376655.8 4502439.4 1672.8 376880.7 4502245.8 1623.7 378949.8 4500510 1555.5 379179.9 4500317 1531.7 
4800 5100 5700 6000 0 0 0 0 5400 0 -450 2 2 17.76 2.791 0.125 0 146.17 0.01 28.6 0.05 195.7 1 54.32 39.56 32.31 27.49 24.07 21.13 19.02 17.53 16.2 15 13.62 12.88 12.19 378031.725 4501280.525 1699.25 377572.3 4501663.5 1713.2 377801.4 4501475.4 1763.9 378261.7 4501087.5 1669.4 378491.5 4500895.7 1650.5 
4500 4800 6000 6300 0 0 0 0 5400 0 -750 4 2 7.431 4.269 0.125 0 194.07 0.01 37.49 0.06 193.2 1 72.79 52.89 42.61 36.13 31.23 27.81 25.04 22.69 20.91 18.98 17.86 16.72 16 378032.2 4501281.425 1653.55 377344.1 4501864.3 1645.7 377572.3 4501663.5 1713.2 378491.5 4500895.7 1650.5 378720.9 4500702.2 1604.8 
4200 4500 6300 6600 0 0 0 0 5400 0 -1050 6 2 8.1647 6.37 0.125 0 410.88 0.01 27.67 0.01 67.35 1 57.36 39.54 31.43 26.49 23.25 20.64 17.85 16.61 15.06 14.08 12.84 12.18 11.11 378032.05 4501282.175 1597.775 377113.4 4502052.2 1585.1 377344.1 4501864.3 1645.7 378720.9 4500702.2 1604.8 378949.8 4500510 1555.5 
3900 4200 6600 6900 0 0 0 0 5400 0 -1350 8 2 3.4038 7.397 0.125 0 308.96 0.01 23.04 0.09 74.58 1 53.33 34.67 26.65 22.2 19.18 17.18 15.29 13.02 12.15 11.04 9.79 9.809 9.055 378030.95 4501281.25 1574 376880.7 4502245.8 1623.7 377113.4 4502052.2 1585.1 378949.8 4500510 1555.5 379179.9 4500317 1531.7 
5100 5400 5700 6000 0 0 0 0 5550 0 -300 1 2 77.683 3.257 0.125 0 134.77 0.01 27.14 0.01 201.4 1 51.36 37.53 30.56 25.98 22.68 20.18 18.15 16.48 15.12 13.96 12.94 12.08 11.28 378146.975 4501185.2 1704.775 377801.4 4501475.4 1763.9 378033.3 4501282.2 1735.3 378261.7 4501087.5 1669.4 378491.5 4500895.7 1650.5 
4800 5100 6000 6300 0 0 0 0 5550 0 -600 3 2 9.5229 2.791 0.125 0 195.11 0.01 35.89 0.07 184 1 68.94 49.97 40.7 34.6 30.4 26.45 23.6 21.93 20.37 18.69 16.82 15.98 15.1 378146.525 4501184.2 1683.1 377572.3 4501663.5 1713.2 377801.4 4501475.4 1763.9 378491.5 4500895.7 1650.5 378720.9 4500702.2 1604.8 
4500 4800 6300 6600 0 0 0 0 5550 0 -900 5 2 4.977 4.269 0.125 0 228.28 0.01 29.06 0.08 127.3 1 59.22 42.15 33.63 28.35 24.23 21.32 19.11 17.14 16.13 14.53 13.73 13.07 12.55 378146.775 4501185 1629.8 377344.1 4501864.3 1645.7 377572.3 4501663.5 1713.2 378720.9 4500702.2 1604.8 378949.8 4500510 1555.5 
4200 4500 6600 6900 0 0 0 0 5550 0 -1200 7 2 5.1697 6.37 0.125 0 388.14 0.02 26.62 0.04 68.58 1 57.36 38.87 30.57 25.5 22.51 20.16 17.07 15.85 14.35 13.51 12.26 11.77 10.59 378146.8 4501185.875 1579.5 377113.4 4502052.2 1585.1 377344.1 4501864.3 1645.7 378949.8 4500510 1555.5 379179.9 4500317 1531.7 
5100 5400 6000 6300 0 0 0 0 5700 0 -450 2 2 32.399 3.257 0.125 0 223.71 0.01 35.56 0.01 158.9 1 66.97 48.97 39.92 33.99 29.66 26.49 23.86 21.61 19.82 18.37 17.03 15.89 14.82 378261.775 4501088.875 1688.625 377801.4 4501475.4 1763.9 378033.3 4501282.2 1735.3 378491.5 4500895.7 1650.5 378720.9 4500702.2 1604.8 
4800 5100 6300 6600 0 0 0 0 5700 0 -750 4 2 5.9045 2.791 0.125 0 242.72 0.01 27.61 0.07 113.8 1 55.71 39.17 31.94 26.97 23.62 20.02 17.9 16.9 15.64 14.42 12.59 12.35 11.73 378261.1 4501087.775 1659.35 377572.3 4501663.5 1713.2 377801.4 4501475.4 1763.9 378720.9 4500702.2 1604.8 378949.8 4500510 1555.5 
4500 4800 6600 6900 0 0 0 0 5700 0 -1050 6 2 2.9707 4.269 0.125 0 216.89 0.01 27.95 0.11 128.9 1 59.23 41.56 32.73 27.73 23.38 20.28 18.19 16.51 15.88 14.02 13.3 12.39 11.97 378261.525 4501088.7 1611.525 377344.1 4501864.3 1645.7 377572.3 4501663.5 1713.2 378949.8 4500510 1555.5 379179.9 4500317 1531.7 
5100 5400 6300 6600 0 0 0 0 5850 0 -600 3 2 17.527 3.257 0.125 0 303.46 0.01 29.04 0.04 95.69 1 56.45 40.55 32.93 27.88 24.19 21.6 19.34 17.42 16 14.81 13.61 12.73 11.82 378376.35 4500992.45 1664.875 377801.4 4501475.4 1763.9 378033.3 4501282.2 1735.3 378720.9 4500702.2 1604.8 378949.8 4500510 1555.5 
4800 5100 6600 6900 0 0 0 0 5850 0 -900 5 2 3.2949 2.791 0.125 0 235.76 0.01 26.36 0.17 111.8 1 55.31 37.96 30.88 25.9 23.07 19.25 16.37 15.54 14.86 14.15 12.09 11.59 10.53 378375.85 4500991.475 1641.075 377572.3 4501663.5 1713.2 377801.4 4501475.4 1763.9 378949.8 4500510 1555.5 379179.9 4500317 1531.7 
5100 5400 6600 6900 0 0 0 0 6000 0 -750 4 2 8.9005 3.257 0.125 0 306.46 0.01 28 0.05 91.37 1 55.66 39.3 31.74 26.86 23.4 20.92 18.57 16.56 15.25 14.28 13.06 12.18 11.15 378491.1 4500896.15 1646.6 377801.4 4501475.4 1763.9 378033.3 4501282.2 1735.3 378949.8 4500510 1555.5 379179.9 4500317 1531.7 

LINE:3N ARRAY:DPDP DIPOLE:300 UNITS:m T=59.412,148.438,148.438,148.438,148.438,148.438,148.438,148.438,148.438,148.438,148.438,148.438,148.438,148.438
T1X T2X R1X R2X T1Y T2Y R1Y R2Y PltX PltY Z N Line Vp I TxFreq Sp ARes ARerr IPm IPerr MF QC IP0 IP1 IP2 IP3 IP4 IP5 IP6 IP7 IP8 IP9 IP10 IP11 IP12 PltEast PltNorth PltElev TxEast1 TxNorth1 TxElev1 TxEast2 TxNorth2 TxElev2 RxEast1 RxNorth1 RxElev1 RxEast2 RxNorth2 RxElev2 
1200 1500 0 300 3 3 3 3 750 3 -600 3 3 47.206 6.5 0.125 11.68 410.68 0.01 9.36 0.01 22.79 1 411.9 15.57 11.84 9.033 7.517 6.6 6.3 5.367 4.839 4.267 3.867 3.5 3.461 378533.65 4501916.55 1584.275 * * * * * * * * * * * * 
1200 1500 300 600 3 3 3 3 900 3 -450 2 3 141.3 6.5 0.125 -2.286 491.71 0.01 12.68 0.01 25.79 1 418.1 24.6 15.26 12.1 10.5 9.061 8.233 7.1 6.5 6.1 5.461 4.8 4.833 378533.65 4501916.55 1584.275 * * * * * * * * * * * * 
1500 1800 0 300 3 3 3 3 900 3 -750 4 3 45.12 6.6 0.125 11.96 773.17 0.01 12.48 0.17 16.14 1 420 21 15.83 12.22 10.12 8.867 8.033 7.167 6.467 6.037 5.467 5.167 4.633 378533.65 4501916.55 1584.275 * * * * * * * * * * * * 
1200 1500 600 900 3 3 3 3 1050 3 -300 1 3 413.2 6.5 0.125 -0.41 359.48 0.01 9.56 0.01 26.6 1 403.3 16.3 11.7 9.2 7.8 6.9 6.1 5.3 4.7 4.3 4.1 3.9 3.6 378533.65 4501916.55 1584.275 * * * * * * * * * * * * 
1500 1800 300 600 3 3 3 3 1050 3 -600 3 3 112.4 6.6 0.125 -2.61 963.04 0.01 16.37 0.07 17 1 426.2 31 20 15.94 13.47 11.8 10.57 9.333 8.6 7.8 7.2 6.533 6.2 378533.65 4501916.55 1584.275 * * * * * * * * * * * * 
1800 2100 0 300 3 3 3 3 1050 3 -900 5 3 43.351 9 0.125 11.96 953.33 0.02 11.98 0.09 12.56 1 423.9 21.66 15.26 11.9 9.833 8.463 7.522 6.5 5.4 5.267 4.761 4.433 4.039 378533.65 4501916.55 1584.275 * * * * * * * * * * * * 
1500 1800 600 900 3 3 3 3 1200 3 -450 2 3 221.1 6.6 0.125 -0.165 757.75 0.01 14.59 0.05 19.26 1 412.3 24.2 17.57 14.27 12.2 10.5 9.3 8.5 7.6 7.1 6.533 5.861 5.7 378533.65 4501916.55 1584.275 * * * * * * * * * * * * 
1800 2100 300 600 3 3 3 3 1200 3 -750 4 3 91.411 9 0.125 -1.65 1148.7 0.01 16.4 0.05 14.28 1 431.6 32.56 20.4 15.9 13.6 11.8 10.4 9.2 8.433 7.8 7.1 6.4 6.2 378533.65 4501916.55 1584.275 * * * * * * * * * * * * 
2100 2400 0 300 3 3 3 3 1200 3 -1050 6 3 21.458 12.8 0.125 12.64 530.88 0.01 5.36 0.12 10.09 1 422.3 13.91 8.1 5.6 4.05 3.167 2.367 2.633 2 1.533 1.7 1.433 1.667 378533.65 4501916.55 1584.275 * * * * * * * * * * * * 
1500 1800 900 1200 3 3 3 3 1350 3 -300 1 3 571.9 6.6 0.125 3.757 490 0.01 11.37 0.01 23.21 1 409.7 19.3 14.1 11 9.5 8.2 7.3 6.5 6.1 5.3 5.1 4.6 4.4 378533.65 4501916.55 1584.275 * * * * * * * * * * * * 
1800 2100 600 900 3 3 3 3 1350 3 -600 3 3 139.3 9 0.125 -0.34 875.25 0.01 15.97 0.07 18.24 1 418.6 27.17 19.5 15.56 13.1 11.54 10.2 8.933 8.439 7.839 7.1 6.5 6.5 378533.65 4501916.55 1584.275 * * * * * * * * * * * * 
2100 2400 300 600 3 3 3 3 1350 3 -900 5 3 41.574 12.8 0.125 -1.65 642.84 0.01 9.66 0.17 15.03 1 429.6 24.83 13.1 9.5 8.1 6.717 5.8 5.367 4.6 3.697 3.778 3.439 3.467 378533.65 4501916.55 1584.275 * * * * * * * * * * * * 
2400 2700 0 300 3 3 3 3 1350 3 -1200 7 3 4.2465 4.6 0.125 11.68 438.51 0.06 10.43 0.45 23.79 1 435.2 23.39 15.2 11.63 7.55 6.733 5.767 4.927 4.833 4.167 2.733 2.833 2.367 378533.65 4501916.55 1584.275 * * * * * * * * * * * * 
1800 2100 900 1200 3 3 3 3 1500 3 -450 2 3 242.1 9 0.125 2.793 608.46 0.01 14.49 0.01 23.82 1 416.3 24.6 17.8 14 11.9 10.47 9.3 8.233 7.7 7 6.461 5.9 5.7 378533.65 4501916.55 1584.275 * * * * * * * * * * * * 
2100 2400 600 900 3 3 3 3 1500 3 -750 4 3 56.004 12.8 0.125 0.227 494.84 0.02 9.8 0.12 19.81 1 416.1 19.3 12.83 9.6 8.3 6.861 5.8 5.533 4.9 4.3 3.933 3.9 3.6 378533.65 4501916.55 1584.275 * * * * * * * * * * * * 
2400 2700 300 600 3 3 3 3 1500 3 -1050 6 3 8.1264 4.6 0.125 -2 559.43 0.05 14.31 0.25 25.59 1 440.5 34.29 19.03 14.86 11.35 10.2 8.539 7.239 6.237 6.133 5.157 4.5 3.833 378533.65 4501916.55 1584.275 * * * * * * * * * * * * 
2700 3000 0 300 3 3 3 3 1500 3 -1350 8 3 1.211 2.2 0.125 10.72 373.54 0.01 17.59 0.27 47.09 1 443.3 32 25.77 19.6 11 9.7 12.3 14.83 9.616 7.212 7.311 5.467 9.967 378533.65 4501916.55 1584.275 * * * * * * * * * * * * 
1800 2100 1200 1500 3 3 3 3 1650 3 -300 1 3 531.8 9 0.125 12.64 334.14 0.01 15.8 0.05 47.28 1 426.8 30.1 19.1 15.4 13.03 11.37 10.14 9.2 8.233 7.739 7.033 6.5 6.167 378533.65 4501916.55 1584.275 * * * * * * * * * * * * 
2100 2400 900 1200 3 3 3 3 1650 3 -600 3 3 82.301 12.8 0.125 1.74 363.59 0.01 8.72 0.12 23.97 1 413.7 17.13 11.34 8.8 7.3 6.3 5.333 5.039 4.4 4.067 3.639 3.5 3.2 378533.65 4501916.55 1584.275 * * * * * * * * * * * * 
2400 2700 600 900 3 3 3 3 1650 3 -900 5 3 10.234 4.6 0.125 -0.61 440.32 0.04 14.32 0.21 32.53 1 426.5 28.37 18.34 14.57 11.63 10.07 8.839 7.522 7.067 6.322 5.863 5.383 4.767 378533.65 4501916.55 1584.275 * * * * * * * * * * * * 
2700 3000 300 600 3 3 3 3 1650 3 -1200 7 3 2.2636 2.2 0.125 -2.946 488.74 0.05 20.33 0.65 41.59 1 449.3 45.13 25.7 18.9 16.17 15.33 15.46 12.13 10.27 11.37 11.45 11.01 10.63 378533.65 4501916.55 1584.275 * * * * * * * * * * * * 
3000 3300 0 300 3 3 3 3 1650 3 -1500 9 3 1.3275 2.2 0.125 11.159 563.01 0.01 22.48 1.43 39.92 1 466.2 48.07 25.67 21.47 22.2 16.74 11.77 7.6 12.37 8.477 6.433 8.967 3.3 378533.65 4501916.55 1584.275 * * * * * * * * * * * * 
2100 2400 1200 1500 3 3 3 3 1800 3 -450 2 3 127.7 12.8 0.125 11.54 225.66 0.01 11.01 0.14 48.78 1 424.3 24.16 13.74 10.5 9.2 8.078 6.739 6.3 5.733 4.761 4.7 4.3 4.1 378533.65 4501916.55 1584.275 * * * * * * * * * * * * 
2400 2700 900 1200 3 3 3 3 1800 3 -750 4 3 13.71 4.6 0.125 0.64 337.07 0.02 13.04 0.12 38.7 1 423.3 24.72 16.7 13.03 10.7 9.367 8.1 7 6.561 5.867 5.5 4.737 4.567 378533.65 4501916.55 1584.275 * * * * * * * * * * * * 
2700 3000 600 900 3 3 3 3 1800 3 -1050 6 3 2.7147 2.2 0.125 -1.44 390.75 0.01 19.52 0.39 49.96 1 436.2 36.06 25.6 19.27 14.83 13.97 13 12.06 10.13 9.739 9 9.1 8.8 378533.65 4501916.55 1584.275 * * * * * * * * * * * * 
3000 3300 300 600 3 3 3 3 1800 3 -1350 8 3 2.3591 2.2 0.125 -0.82 727.65 0.11 22.81 1.21 31.35 1 464.5 56.6 32.35 23.61 17.9 15.03 14.53 12.23 11.15 8.8 8.232 9.867 8.167 378533.65 4501916.55 1584.275 * * * * * * * * * * * * 
3300 3600 0 300 3 3 3 3 1800 3 -1650 10 3 1.9807 4.5 0.125 9.377 547.59 0.08 9.63 1.38 17.59 1 455.9 32.5 17.35 11.33 7.188 5.125 4.925 4.144 4.138 0.125 0.525 1.35 1.223 378533.65 4501916.55 1584.275 * * * * * * * * * * * * 
2100 2400 1500 1800 3 3 3 3 1950 3 -300 1 3 750.1 12.8 0.125 3.067 331.38 0.01 11.37 0.01 34.32 1 407.3 17.4 13.9 11 9.5 8.2 7.2 6.6 6 5.4 5 4.6 4.3 378533.65 4501916.55 1584.275 * * * * * * * * * * * * 
2400 2700 1200 1500 3 3 3 3 1950 3 -600 3 3 18.854 4.6 0.125 10.897 231.78 0.01 15.6 0.09 67.3 1 433.3 32 19 15.16 12.83 11.1 10.04 8.833 7.733 7.4 6.9 6.267 5.5 378533.65 4501916.55 1584.275 * * * * * * * * * * * * 
2700 3000 900 1200 3 3 3 3 1950 3 -900 5 3 3.4135 2.2 0.125 -0.457 307.09 0.01 17.39 0.16 56.63 1 432 32.13 22.23 16.5 14 12.23 11.53 10.67 8.7 8.7 7.5 7.567 7.667 378533.65 4501916.55 1584.275 * * * * * * * * * * * * 
3000 3300 600 900 3 3 3 3 1950 3 -1200 7 3 2.7439 2.2 0.125 0.428 592.45 0.07 24.18 1.12 40.81 1 451.5 47.57 30.75 23.7 19.84 17.62 15.32 11.54 12.23 11.35 9.574 10.13 8.206 378533.65 4501916.55 1584.275 * * * * * * * * * * * * 
3300 3600 300 600 3 3 3 3 1950 3 -1500 9 3 3.5337 4.5 0.125 -0.582 732.7 0.09 13.53 1.09 18.47 1 458 41.85 19.22 12.52 11.37 9.696 8.37 6.611 4.296 2.823 3.929 3.114 1.225 378533.65 4501916.55 1584.275 * * * * * * * * * * * * 
2400 2700 1500 1800 3 3 3 3 2100 3 -450 2 3 81.455 4.6 0.125 2.93 400.54 0.01 16.81 0.05 41.96 1 416.5 26.1 20.43 16.3 13.8 12.23 10.7 9.7 8.9 8 7.5 6.8 6.5 378533.65 4501916.55 1584.275 * * * * * * * * * * * * 
2700 3000 1200 1500 3 3 3 3 2100 3 -750 4 3 4.2724 2.2 0.125 9.8 219.63 0.01 19.32 0.22 87.97 1 440.6 38.77 24.6 18.69 15.67 14.44 12.57 11 10.04 9.267 8.833 7.994 7.477 378533.65 4501916.55 1584.275 * * * * * * * * * * * * 
3000 3300 900 1200 3 3 3 3 2100 3 -1050 6 3 3.3372 2.2 0.125 -0.138 480.36 0.04 22.57 0.72 46.98 1 445.4 42.64 28.48 22.04 18.48 16.2 14.25 12.17 11.16 10.36 9.104 9.256 8.257 378533.65 4501916.55 1584.275 * * * * * * * * * * * * 
3300 3600 600 900 3 3 3 3 2100 3 -1350 8 3 3.9594 4.5 0.125 0.664 597.06 0.05 12.56 0.76 21.03 1 442.2 31.97 17.57 12.83 10.9 8.05 7.163 6.53 5.3 3.289 3.17 3.625 2.5 378533.65 4501916.55 1584.275 * * * * * * * * * * * * 
2400 2700 1800 2100 3 3 3 3 2250 3 -300 1 3 509.7 4.3 0.125 1.1 670.3 0.01 17.51 0.01 26.12 1 428.8 32.74 20.93 16.9 14.4 12.67 11.1 10.3 9.3 8.5 7.961 7.4 6.933 378533.65 4501916.55 1584.275 * * * * * * * * * * * * 
2700 3000 1500 1800 3 3 3 3 2250 3 -600 3 3 14.627 2.2 0.125 0.62 375.98 0.01 21.1 0.07 56.12 1 425.3 33.37 25.57 20.47 17.2 15.23 13.7 12.42 11.33 10.47 9.367 9.283 8.7 378533.65 4501916.55 1584.275 * * * * * * * * * * * * 
1200 1500 3000 3300 3 3 3 3 2250 3 -900 5 3 10.123 5.9 0.125 -101.233 339.58 0.07 24.17 0.9 71.18 1 439.5 41.4 29.84 23.38 19.71 17.19 15.41 13.6 12.34 11.12 10.14 9.333 8.767 378533.65 4501916.55 1584.275 * * * * * * * * * * * * 
3000 3300 1200 1500 3 3 3 3 2250 3 -900 5 3 3.8789 2.2 0.125 9.79 348.96 0.04 24.34 0.55 69.75 1 453.4 48.8 30.58 23.62 19.88 17.45 16.03 13.83 12.25 10.98 10.85 10.55 9.05 378533.65 4501916.55 1584.275 * * * * * * * * * * * * 
3300 3600 900 1200 3 3 3 3 2250 3 -1200 7 3 4.5773 4.5 0.125 -0.123 483.17 0.04 9.31 0.56 19.27 1 434.8 25.03 14.5 9.3 8.478 6.175 5.375 4.585 3.675 2.907 2.607 2.8 2.108 378533.65 4501916.55 1584.275 * * * * * * * * * * * * 
2700 3000 1800 2100 3 3 3 3 2400 3 -450 2 3 66.166 2.2 0.125 0.137 680.29 0.01 22.84 0.15 33.58 1 438.7 41.92 27.42 22.47 19.06 16.67 14.93 13.3 12.48 11.38 10.93 9.778 8.8 378533.65 4501916.55 1584.275 * * * * * * * * * * * * 
1500 1800 3000 3300 3 3 3 3 2400 3 -750 4 3 33.287 6.5 0.125 -100.708 579.18 0.01 26.37 0.01 45.52 1 436.1 42.2 31.77 25.8 22 19 17 15.2 13.8 12.67 11.7 10.9 10.3 378533.65 4501916.55 1584.275 * * * * * * * * * * * * 
3000 3300 1500 1800 3 3 3 3 2400 3 -750 4 3 11.347 2.2 0.125 2.06 583.33 0.02 25.51 0.33 43.73 1 435.9 41.64 30.64 24.83 21.13 18.5 16.4 14.75 13.39 12.15 11.18 10.45 9.815 378533.65 4501916.55 1584.275 * * * * * * * * * * * * 
1200 1500 3300 3600 3 3 3 3 2400 3 -1050 6 3 6.5231 5.9 0.125 13.49 350.12 0.08 10.53 0.95 30.07 1 440.8 29.4 14.82 10.62 8.333 7.32 6.46 5.575 4.9 4.1 3.66 3.2 2.113 378533.65 4501916.55 1584.275 * * * * * * * * * * * * 
3300 3600 1200 1500 3 3 3 3 2400 3 -1050 6 3 5.1305 4.5 0.125 7.835 361.04 0.01 11.09 0.29 30.71 1 441.8 30.08 15.18 10.43 8.875 7.726 6.7 5.768 5.004 3.685 3.4 3.504 2.4 378533.65 4501916.55 1584.275 * * * * * * * * * * * * 
2700 3000 2100 2400 3 3 3 3 2550 3 -300 1 3 129.9 2.2 0.125 6.273 333.89 0.01 18.82 0.05 56.36 1 417.4 29.2 22.36 18.23 15.6 13.63 12.2 10.7 10.1 8.867 8.7 7.8 7 378533.65 4501916.55 1584.275 * * * * * * * * * * * * 
1800 2100 3000 3300 3 3 3 3 2550 3 -600 3 3 170.3 9.5 0.125 -99.14 1013.7 0.01 27.07 0.01 26.7 1 432.1 42 32.2 26.2 22.4 19.57 17.5 15.8 14.5 13.3 12.3 11.64 10.7 378533.65 4501916.55 1584.275 * * * * * * * * * * * * 
1500 1800 3300 3600 3 3 3 3 2550 3 -900 5 3 19.875 6.5 0.125 10.58 605.19 0.01 12.85 0.07 21.23 1 436.1 28.9 16.18 12.63 10.7 9.139 8.1 7.1 6.6 6.161 6 5.467 4.933 378533.65 4501916.55 1584.275 * * * * * * * * * * * * 
3300 3600 1500 1800 3 3 3 3 2550 3 -900 5 3 13.942 4.5 0.125 3.642 613.18 0.01 12 0.23 19.57 1 422 22.27 15.93 11.59 10.09 8.666 7.425 6.578 5.889 5.102 4.489 4.575 4.15 378533.65 4501916.55 1584.275 * * * * * * * * * * * * 
